Model,Train_Matches,Test_Matches,Train_Rows,Test_Rows,Features,MAE,MSE,RMSE,R2,Train_Time_sec,Prediction_Time_sec
Final XGBoost,2060,516,300000,100000,20,32.95306396484375,1958.290283203125,44.25257374665484,0.5229302048683167,4.852112054824829,0.5475733280181885
